15768	20400
15796	18356
15576	18344
15872	19160
15800	19976
15672	20128
15300	19424
15660	17964
15952	19328
15960	19708
15576	19596
16148	19340
15280	18816
15496	19696
15296	20316
15576	18840
16140	17948
15572	19244
15832	20404
16100	19976
15644	18784
15452	18656
15352	20968
15132	20280
16016	18548
15584	17532
15540	18976
15832	20868
15132	21352
15360	18528
15628	18216
15352	19408
15888	19456
15668	19760
15712	18692
15640	19896
15280	18888
15296	19096
15736	21036
15576	19900
16284	19132
15844	19788
15820	19832
15896	19904
15436	19288
15384	17920
15764	19880
15412	20588
15984	19228
15632	18580
15644	19188
15724	20168
15656	21268
14952	18520
15840	18496
15464	19064
15944	20240
15736	20184
15908	18724
15912	17120
15724	20040
15148	20992
15784	20592
15784	19044
15768	17744
15680	19384
15996	21116
15684	18776
15656	18368
14852	19436
15832	20580
15664	19680
15620	19028
15416	18672
15876	18748
15528	19016
15536	20752
15452	20648
15360	18896
15976	18996
15824	18564
15848	18872
16152	19196
15332	18332
15640	19312
15412	21324
15764	19848
16000	18744
15964	18464
15548	19144
15864	20532
15516	19956
15408	17640
15572	18908
15172	19028
16048	19592
16024	19392
15636	18356
16172	19400
15676	21712
15548	20196
15524	19392
15292	19032
16212	18608
15876	20020
15772	19500
16024	18256
15480	20316
15508	20172
15432	20360
15584	19908
16024	18528
15488	19132
15496	20944
15780	18996
15740	19096
14860	19040
15488	19652
16252	20084
15864	19192
15924	19136
15680	18272
15936	18556
15580	21164
15284	20580
15820	19520
15480	18544
15540	18808
15872	20320
15652	20476
15704	17924
15176	18380
15248	19524
16028	19756
15456	20004
15828	18928
15500	19044
15968	20608
15748	19696
15844	19416
15484	19432
15564	19256
15620	19556
15708	19016
15740	17756
15868	19768
15576	20696
15456	20064
15188	19276
15708	19220
15660	18924
15640	20688
15264	18516
16144	17480
15788	18868
15644	19780
15360	19884
15156	19712
15724	19140
15992	17924
15296	18148
16352	21404
15552	21392
15244	18656
15600	18428
15712	19164
15996	19756
16048	20112
15424	17736
15964	17884
15896	20428
15372	20116
15584	20088
15572	18628
15496	17296
16056	19752
15508	20112
15884	18584
15736	19256
14948	19328
15356	20060
15808	20024
15568	17644
15860	18544
15884	20864
16032	19568
16036	19268
15412	19024
15564	19360
15624	20268
15768	18964
15844	17256
15788	19424
15768	20168
15584	20416
14916	19768
15472	20576
15616	19448
15652	17668
16008	19320
15980	21596
15652	19040
15572	18440
15416	18600
15280	19280
15976	19968
15980	19228
15740	17488
15512	20168
15452	20492
15732	19028
15232	18816
15320	17988
15456	19512
15796	20896
15468	18184
15696	18724
15728	20416
15336	20252
15240	19396
15904	18344
16184	17596
16164	20492
15456	19720
16092	18808
15972	18604
15628	18836
15388	20816
15368	21716
15868	18720
15768	18552
15252	19612
16108	19804
15336	20040
15328	18980
15152	18272
15604	20884
15368	18508
16176	20488
15168	18644
15860	17772
15636	19424
15356	19920
15556	20836
15404	20112
15284	17832
15980	18820
15664	19944
15996	19400
15800	19564
15284	18496
15248	19212
15456	20628
15612	19204
16028	18204
15544	19856
15768	20004
16012	19620
15572	18676
15468	17864
15980	19904
15400	20164
15984	17984
15960	18732
15520	19472
15532	20808
15172	20596
15412	19000
15600	18448
15992	19952
15856	18884
15812	19380
15948	18940
15520	18716
15196	20440
15424	20340
15852	18408
15924	19604
15668	17636
15540	19920
15796	19764
15428	19592
15308	19700
14904	18820
15876	19288
15664	20628
15784	18384
15768	18548
16020	19048
15496	19408
15660	21060
15412	19600
15760	18052
16212	20216
15468	19948
15592	19712
15732	19172
15388	17864
15484	18736
15380	21032
15328	19096
15852	18788
15556	18864
15532	19392
15872	20220
15760	19360
15356	17996
15696	19536
15664	19352
16436	18684
15784	19368
15788	18772
15804	20200
15708	20480
15432	18920
15672	19836
15384	17540
16244	17788
15148	19140
16024	18984
15816	19080
15400	19136
14988	18768
15712	21284
15356	19708
16196	17948
15736	18744
16032	19244
15876	19652
15612	20028
15488	18412
15816	19612
15384	20120
16092	18200
15328	18772
15892	18632
15732	18848
15748	20680
15388	19296
15968	18096
15480	19396
15880	19076
15888	19896
15672	19384
15540	17948
15784	19772
15444	20752
15972	19380
16084	18980
16068	18408
16196	18936
15712	20260
15608	19776
15576	19144
15392	19644
15548	19660
15932	19736
15904	18748
15420	19244
16056	18208
15600	18584
15400	20952
15068	21384
15540	18472
16156	18196
15632	18104
15804	20616
15824	20428
15664	18784
14932	18888
15604	20272
15904	20344
16056	20228
15684	19272
15572	19164
16108	19828
15480	19576
15592	18520
15200	19644
15412	19404
15644	19720
15624	19872
15888	18740
15876	19064
15444	20528
15072	19324
15660	18652
15368	18424
15980	18560
15896	20332
15592	19200
16020	18236
15700	19496
15432	20548
15768	21008
15460	20044
15928	17748
15724	20064
15432	21340
15784	19808
15712	21428
15344	19384
15672	19196
14948	19188
15944	18312
15568	19724
15640	18504
15812	18200
16004	20576
15044	20204
15492	20260
15464	19312
15764	17568
16048	19792
16112	20392
15944	18456
15756	18628
15380	19620
15692	20220
15916	19948
15972	17892
15428	17480
15880	20136
15780	19792
16068	19324
15292	18664
15464	18316
15916	18716
15748	19304
15856	17752
15952	19184
15628	19568
15396	19888
15408	19724
15680	18644
16012	18452
15768	20160
15792	19084
16044	18196
15768	20952
15536	18844
15292	19432
15456	18252
15580	18880
16060	18464
15456	19332
15528	20012
15476	20456
15180	19184
15360	20064
15612	19340
16072	19412
15904	19168
15852	18720
16008	18472
15756	20396
15484	19964
15344	20180
15660	18516
15816	18368
15788	20104
15172	20764
15680	18848
15188	18784
15184	18596
15428	19944
15464	20856
15828	18908
15840	17604
15712	20032
15988	19984
15836	20764
15072	19440
15804	18716
15800	19980
16028	20208
15888	18744
15752	19556
15412	19468
15592	19904
15068	19820
15844	19836
15616	19404
15584	17548
15424	19428
15788	20244
15712	19608
16008	19632
14988	18916
15512	19284
15340	20408
15864	18928
15688	17896
16124	19436
15484	20140
15728	20516
15384	19748
15468	18476
15424	19372
15816	19628
15684	17860
16076	18316
15484	18888
15684	20132
15344	20744
15952	19108
15864	18140
16272	19528
15224	19064
15960	19368
15496	18436
15376	18604
15300	19952
15312	20684
15924	18524
16004	18048
15736	18436
15952	20120
15924	20324
15412	18812
15484	18144
15516	20016
15804	18580
15708	20444
15636	20152
15764	18336
15700	19008
15168	19532
15512	21080
15208	19644
15496	17656
15984	18508
15588	21112
15860	20644
15576	19984
15456	18028
15748	18968
15644	20456
16188	20408
15888	18068
15928	18832
15980	19100
15952	21564
15412	20620
15376	19028
15308	18316
15580	19368
15860	18532
15624	19928
15660	18360
15668	19896
14912	20048
15356	19456
16116	19008
15964	20020
15932	19584
15880	20556
16068	18536
15636	18912
15428	20436
15520	20992
15608	19420
15940	18880
16016	19500
15840	18516
15620	18372
15996	19996
14996	20644
15604	19564
15596	18732
15656	18532
15544	19296
15960	19372
15656	18808
15756	18980
15172	20444
15380	20024
15656	18788
15864	18500
15296	18816
15616	20148
15756	19680
15832	18492
15484	18664
15688	19408
15572	18668
16112	17980
15468	18136
16340	19340
15704	20684
15416	19968
15376	18788
15624	19200
15500	19244
16276	19724
15508	18804
15860	18080
15748	18996
15544	20896
15496	20160
15888	19680
15644	19068
16036	17984
15496	18488
15976	20184
16060	21460
15616	18700
15412	18156
15304	19120
15956	19368
15880	19364
15568	19360
15664	18420
15780	20068
15316	20812
15596	20600
15612	19552
15888	19500
15956	18968
15656	20596
16028	19192
15784	20012
15476	19876
15472	19900
15740	19160
15768	19256
15740	19172
15772	21556
15808	20196
15840	18684
15016	19152
15132	20448
15532	20236
15888	19520
15584	17128
15824	19380
15868	20920
15600	20972
15560	19292
15720	18656
15812	18348
15920	18984
15728	19652
15880	20472
15764	19248
15720	18624
15240	19188
15784	19848
15476	19676
15880	18612
15580	18240
15836	19312
15332	19924
15632	19368
15240	18776
15556	19580
15392	20156
15920	19196
15424	17988
16040	18500
15812	19736
15832	19848
15284	19356
15504	18456
15252	17996
16272	18888
15644	19696
15920	18740
15352	18632
15760	19080
15248	19628
15740	19636
15488	18324
16184	17588
15276	19432
16224	19632
16196	18636
15320	18412
15232	18288
15480	19644
15376	18812
16032	19720
15648	19320
15812	18604
15676	18916
15540	19328
15576	20040
15748	19564
15480	18408
15852	18772
15708	19728
15700	18948
15812	19836
15224	20112
15228	20480
15488	19844
15752	18644
16020	18028
16208	20460
15696	20264
16068	19896
15248	18396
15464	19076
15432	20436
15556	21340
15792	18632
15744	18652
15876	19164
15704	21116
15276	20936
15412	19288
15800	17848
15692	19476
15888	19288
15592	19736
15536	18516
15760	18568
15640	19708
15408	19688
15648	19912
15896	19568
15924	18712
15704	19360
15832	20164
15836	20232
15056	19712
15720	18864
15836	19192
16240	19940
15520	19216
15544	18324
15616	18916
15616	19960
15592	20576
15572	19588
15352	18312
15536	18756
15480	19984
16168	19216
15724	18800
15564	18564
14992	19852
15452	20784
15456	19664
16236	18564
15512	19000
15968	19712
15620	20448
15836	19464
15584	18608
15728	19688
15392	19492
16016	18016
15564	18380
16164	18568
15804	19288
15280	19264
15524	19444
15264	19520
15632	18684
16284	19320
15672	19436
15780	19444
15984	19072
15824	19000
15812	19812
15384	20356
15572	18976
16128	17828
15708	18880
15592	20484
15628	21004
15392	19476
15076	18084
15432	19108
15696	20472
15868	19620
15892	18952
15768	18096
16024	19588
15312	21140
15324	20844
15584	19000
15960	18916
15828	18644
15748	20648
16188	20124
15564	19316
15160	19092
15288	20068
15696	19128
15444	19492
15528	18864
15540	20232
15860	19212
15516	20532
15272	20180
15364	18868
15512	18652
15984	20376
16080	19620
16064	19452
15840	19136
15620	18968
15568	20412
15724	20008
15784	18680
15840	19092
15260	19080
15784	19872
15532	19728
16120	18244
15244	18800
15316	20468
15480	20184
16372	18476
15956	18132
15744	18604
15788	20532
15668	19448
15296	18636
15428	19464
15540	19796
15844	19240
15372	19380
15816	18168
15812	19480
15688	20356
14632	19908
15660	18904
15800	19036
16228	18224
15476	18844
16112	20272
15852	19620
15836	18008
15148	17896
15652	20804
15276	19672
16192	18160
15756	16876
15652	18596
15960	20204
15640	20860
15368	18320
15784	18088
15752	18724
16356	19504
16004	19512
15884	18200
15936	17596
15452	19812
15008	20168
15520	20060
15360	18704
15880	18044
15768	19252
15668	20056
16068	18872
15412	19464
15352	19332
15904	19588
16012	19624
15896	18808
15804	19284
15616	19716
16032	19128
15704	18544
15788	20300
15580	18488
15576	19908
15696	18912
15660	20648
15792	18516
15420	18200
15172	19704
15188	21540
15488	19708
16068	19464
15684	17660
15868	20484
16112	20712
15824	19452
15676	18688
15408	19404
15408	19344
15768	20444
15656	18748
15628	18940
15948	20460
15460	20832
15528	19512
15416	19872
15296	19052
16048	19660
15540	19672
15824	18288
15844	18988
15792	20268
15328	20104
15756	20276
15500	19588
16072	18828
15560	20028
15852	19848
15608	20836
15716	19092
15056	18596
15724	19484
15468	20312
15708	18932
15628	18100
15540	17432
15848	19764
15852	21424
15168	20180
15932	18848
15460	18624
16132	18452
15776	20200
15796	19536
15764	18212
15952	19256
15540	19072
15580	20384
15624	19812
16164	17952
15776	18880
15820	20476
15952	19176
15644	19676
15104	18880
15952	19544
15704	18996
15816	17788
15900	18168
15584	20928
15884	19996
15416	19752
15296	18804
15392	18888
15752	19704
15392	19424
15848	21332
15428	20052
15804	18724
15272	19016
15492	20312
15460	19972
16060	20028
15948	17512
15760	19436
15660	21176
15412	20384
15472	18724
15072	19264
15336	18544
15924	20248
15628	18736
15540	18372
15588	19132
15904	20036
15432	19240
15680	20372
15360	18736
16056	19944
15528	19564
15716	19120
15796	19040
15764	20060
15692	19340
15580	20504
15752	18400
15828	18284
15916	20416
15292	21072
15868	19708
15468	19908
15184	18784
15592	18620
15340	19116
15936	19612
15748	20628
15780	17244
15656	18000
16000	19292
15440	20236
15944	19516
15412	18476
15800	16628
15872	19728
15756	19056
15780	18480
15848	19068
14916	19380
15768	19328
15372	19768
16012	17388
15880	18768
15612	19892
15668	19544
15656	19076
15044	18808
15656	18976
15528	20744
16036	18448
16048	17612
15604	19460
15724	20268
15916	20368
15136	19200
15672	17576
15648	19476
16148	17260
15584	20332
15608	21060
15424	18756
15884	18972
15100	19300
15324	20244
15676	20952
15712	18552
15864	17988
15888	20208
15760	20548
15628	20688
15540	19348
15476	18116
15824	19868
15540	20100
15692	18744
16004	19140
15236	20088
